Team,POS,Name,TEAM,Round,Pick,ADP,Value,Draft Start,Cumulative Val
123,W/T,Amon-Ra St. Brown,DET,4,13,12.5,0.5,4/21/2022,8.5
123,W/T,Drake London,,5,20,18.6,1.4,4/21/2022,8.5
123,RB,Michael Carter,NYJ,6,21,18.8,2.2,4/21/2022,8.5
123,W/T,Chris Olave,,7,28,24.6,3.4,4/21/2022,8.5
123,RB,Rhamondre Stevenson,NE,8,29,28,1,4/21/2022,8.5
123,W/T,Jahan Dotson,,9,36,33.6,2.4,4/21/2022,8.5
123,RB,Kenneth Gainwell,PHI,10,37,40.5,-3.5,4/21/2022,8.5
123,RB,Trey Sermon,SF,11,44,45.4,-1.4,4/21/2022,8.5
123,QB,Desmond Ridder,,12,45,43.6,1.4,4/21/2022,8.5
124,RB,Javonte Williams,DEN,1,3,2.5,0.5,4/21/2022,7.9
124,W/T,Jaylen Waddle,MIA,2,6,5.1,0.9,4/21/2022,7.9
124,RB,Travis Etienne,JAX,3,11,12.3,-1.3,4/21/2022,7.9
124,W/T,Kyle Pitts,ATL,4,14,8.8,5.2,4/21/2022,7.9
124,W/T,Drake London,,5,19,18.6,0.4,4/21/2022,7.9
124,W/T,Treylon Burks,,6,22,21.8,0.2,4/21/2022,7.9
124,W/T,Rondale Moore,AZ,7,27,25.6,1.4,4/21/2022,7.9
124,QB,Malik Willis,,8,30,28.4,1.6,4/21/2022,7.9
124,W/T,Christian Watson,,9,35,36,-1,4/21/2022,7.9
124,RB,Kenneth Gainwell,PHI,10,38,38,0,4/21/2022,7.9
124,QB,Desmond Ridder,,11,43,43,0,4/21/2022,7.9
124,QB,Sam Howell,,12,46,46,0,4/21/2022,7.9
125,RB,Javonte Williams,DEN,1,3,2.5,0.5,4/21/2022,28.8
125,W/T,Jaylen Waddle,MIA,2,6,5.1,0.9,4/21/2022,28.8
125,W/T,Elijah Moore,NYJ,3,11,9.9,1.1,4/21/2022,28.8
125,RB,Travis Etienne,JAX,4,14,12.3,1.7,4/21/2022,28.8
125,W/T,Garrett Wilson,,5,19,16.7,2.3,4/21/2022,28.8
125,W/T,Drake London,,6,22,18.6,3.4,4/21/2022,28.8
125,QB,Mac Jones,NE,7,27,16.3,10.7,4/21/2022,28.8
125,W/T,Rashod Bateman,BAL,8,30,25.8,4.2,4/21/2022,28.8
125,W/T,Skyy Moore,,9,35,31,4,4/21/2022,28.8
125,QB,Kenny Pickett,,10,38,38,0,4/21/2022,28.8
125,QB,Desmond Ridder,,11,43,43,0,4/21/2022,28.8
125,RB,Pierre Strong,,12,46,46,0,4/21/2022,28.8
126,RB,Najee Harris,PIT,1,2,2.8,-0.8,4/21/2022,18.5
126,QB,Trey Lance,SF,2,7,4.9,2.1,4/21/2022,18.5
126,W/T,Kyle Pitts,ATL,3,10,8.5,1.5,4/21/2022,18.5
126,W/T,Amon-Ra St. Brown,DET,4,15,12.5,2.5,4/21/2022,18.5
126,W/T,Garrett Wilson,,5,18,16.7,1.3,4/21/2022,18.5
126,W/T,Treylon Burks,,6,23,21.8,1.2,4/21/2022,18.5
126,W/T,Rondale Moore,AZ,7,26,25.6,0.4,4/21/2022,18.5
126,QB,Davis Mills,HOU,8,31,24.3,6.7,4/21/2022,18.5
126,W/T,George Pickens,,9,34,30.4,3.6,4/21/2022,18.5
126,RB,Zamir White,,10,39,39,0,4/21/2022,18.5
126,RB,Trey Sermon,SF,11,42,42,0,4/21/2022,18.5
126,RB,Dameon Pierce,,12,47,47,0,4/21/2022,18.5
127,RB,Najee Harris,PIT,1,2,2.8,-0.8,4/21/2022,-2.7
127,W/T,Elijah Moore,NYJ,2,7,9.9,-2.9,4/21/2022,-2.7
127,W/T,Kyle Pitts,ATL,3,10,8.5,1.5,4/21/2022,-2.7
127,RB,Elijah Mitchell,SF,4,15,15.3,-0.3,4/21/2022,-2.7
127,W/T,Drake London,,5,18,18.6,-0.6,4/21/2022,-2.7
127,W/T,Jameson Williams,,6,23,23,0,4/21/2022,-2.7
127,W/T,Rondale Moore,AZ,7,26,25.6,0.4,4/21/2022,-2.7
127,W/T,Skyy Moore,,8,31,31,0,4/21/2022,-2.7
127,QB,Kenny Pickett,,9,34,34,0,4/21/2022,-2.7
127,QB,Desmond Ridder,,10,39,39,0,4/21/2022,-2.7
127,QB,Matt Corral,,11,42,42,0,4/21/2022,-2.7
127,RB,Pierre Strong,,12,47,47,0,4/21/2022,-2.7
128,RB,Javonte Williams,DEN,1,3,2.5,0.5,4/21/2022,24.7
128,QB,Trey Lance,SF,2,6,4.9,1.1,4/21/2022,24.7
128,W/T,Amon-Ra St. Brown,DET,3,11,12.5,-1.5,4/21/2022,24.7
128,RB,Travis Etienne,JAX,4,14,12.3,1.7,4/21/2022,24.7
128,W/T,Treylon Burks,,5,19,21.8,-2.8,4/21/2022,24.7
128,QB,Mac Jones,NE,6,22,16.3,5.7,4/21/2022,24.7
128,W/T,Jameson Williams,,7,27,26,1,4/21/2022,24.7
128,W/T,George Pickens,,8,30,20.4,9.6,4/21/2022,24.7
128,W/T,Jahan Dotson,,9,35,33.6,1.4,4/21/2022,24.7
128,W/T,Joshua Palmer,LAC,10,38,39.7,-1.7,4/21/2022,24.7
128,W/T,Dyami Brown,WAS,11,43,43,0,4/21/2022,24.7
128,W/T,Christian Watson,CLE,12,46,36.3,9.7,4/21/2022,24.7
129,RB,Javonte Williams,DEN,1,3,2.5,0.5,4/21/2022,17.3
129,W/T,Jaylen Waddle,MIA,2,6,5.1,0.9,4/21/2022,17.3
129,W/T,Devonta Smith,PHI,3,11,13.4,-2.4,4/21/2022,17.3
129,W/T,Amon-Ra St. Brown,DET,4,14,12.5,1.5,4/21/2022,17.3
129,W/T,Garrett Wilson,,5,19,16.7,2.3,4/21/2022,17.3
129,W/T,Treylon Burks,,6,22,21.8,0.2,4/21/2022,17.3
129,W/T,Jameson Williams,,7,27,26,1,4/21/2022,17.3
129,QB,Malik Willis,,8,30,28.4,1.6,4/21/2022,17.3
129,RB,Rhamondre Stevenson,NE,9,35,28,7,4/21/2022,17.3
129,RB,Isaiah Spiller,,10,38,33.3,4.7,4/21/2022,17.3
129,QB,Desmond Ridder,,11,43,43,0,4/21/2022,17.3
129,QB,Matt Corral,,12,46,46,0,4/21/2022,17.3
130,W/T,Jamar Chase,CIN,1,1,1.1,-0.1,4/21/2022,2.6
130,QB,Trevor Lawrence,JAX,2,8,7.7,0.3,4/21/2022,2.6
130,QB,Justin Fields,CHI,3,9,10.1,-1.1,4/21/2022,2.6
130,RB,Elijah Mitchell,SF,4,16,15.3,0.7,4/21/2022,2.6
130,W/T,Drake London,,5,17,18.6,-1.6,4/21/2022,2.6
130,RB,Kenneth Walker,,6,24,21.1,2.9,4/21/2022,2.6
130,W/T,Jameson Williams,,7,25,26,-1,4/21/2022,2.6
130,W/T,Jahan Dotson,,8,32,33.6,-1.6,4/21/2022,2.6
130,RB,Isaiah Spiller,,9,33,33.3,-0.3,4/21/2022,2.6
130,W/T,Nico Collins,HOU,10,40,36.9,3.1,4/21/2022,2.6
130,W/T,Joshua Palmer,LAC,11,41,39.7,1.3,4/21/2022,2.6
130,W/T,Dazz Newsome,CHI,12,48,48,0,4/21/2022,2.6
131,W/T,Jamar Chase,CIN,1,1,1.1,-0.1,4/22/2022,-3.8
131,RB,Travis Etienne,JAX,2,8,11.4,-3.4,4/22/2022,-3.8
131,W/T,Elijah Moore,NYJ,3,9,10,-1,4/22/2022,-3.8
131,RB,Elijah Mitchell,SF,4,16,15,1,4/22/2022,-3.8
131,W/T,Garrett Wilson,,5,17,16.6,0.4,4/22/2022,-3.8
131,W/T,Jameson Williams,,6,24,26.4,-2.4,4/22/2022,-3.8
131,QB,Malik Willis,,7,25,27.5,-2.5,4/22/2022,-3.8
131,QB,Kenny Pickett,,8,32,32,0,4/22/2022,-3.8
131,W/T,Skyy Moore,,9,33,31.5,1.5,4/22/2022,-3.8
131,W/T,Nico Collins,HOU,10,40,37.3,2.7,4/22/2022,-3.8
131,RB,Dameon Pierce,,11,41,41,0,4/22/2022,-3.8
131,QB,Sam Howell,,12,48,48,0,4/22/2022,-3.8
132,W/T,Jaylen Waddle,MIA,1,4,5.4,-1.4,4/22/2022,14.8
132,RB,Breece Hall,,2,5,6.8,-1.8,4/22/2022,14.8
132,RB,Travis Etienne,JAX,3,12,11.4,0.6,4/22/2022,14.8
132,W/T,Kyle Pitts,ATL,4,13,8.6,4.4,4/22/2022,14.8
132,W/T,Drake London,,5,20,19,1,4/22/2022,14.8
132,W/T,Kadarius Toney,NYG,6,21,20.9,0.1,4/22/2022,14.8
132,W/T,Treylon Burks,,7,28,22.1,5.9,4/22/2022,14.8
132,W/T,Rondale Moore,AZ,8,29,26.1,2.9,4/22/2022,14.8
132,RB,Isaiah Spiller,,9,36,32.9,3.1,4/22/2022,14.8
132,QB,Desmond Ridder,,10,37,37,0,4/22/2022,14.8
132,QB,Matt Corral,,11,44,44,0,4/22/2022,14.8
132,QB,Sam Howell,,12,45,45,0,4/22/2022,14.8
133,RB,Javonte Williams,DEN,1,3,2.5,0.5,4/22/2022,8.8
133,QB,Trey Lance,SF,2,6,5.1,0.9,4/22/2022,8.8
133,W/T,Elijah Moore,NYJ,3,11,10,1,4/22/2022,8.8
133,W/T,Kyle Pitts,ATL,4,14,8.6,5.4,4/22/2022,8.8
133,W/T,Garrett Wilson,,5,19,16.6,2.4,4/22/2022,8.8
133,W/T,Treylon Burks,,6,22,22.1,-0.1,4/22/2022,8.8
133,W/T,Rashod Bateman,BAL,7,27,26,1,4/22/2022,8.8
133,W/T,George Pickens,,8,30,30.9,-0.9,4/22/2022,8.8
133,QB,Kenny Pickett,,9,35,35,0,4/22/2022,8.8
133,RB,Kenneth Gainwell,PHI,10,38,39.4,-1.4,4/22/2022,8.8
133,QB,Desmond Ridder,,11,43,43,0,4/22/2022,8.8
133,RB,Pierre Strong,,12,46,46,0,4/22/2022,8.8
134,W/T,Jaylen Waddle,MIA,1,4,5.4,-1.4,4/22/2022,7.4
134,RB,Breece Hall,,2,5,6.8,-1.8,4/22/2022,7.4
134,QB,Justin Fields,CHI,3,12,10.1,1.9,4/22/2022,7.4
134,RB,Travis Etienne,JAX,4,13,11.4,1.6,4/22/2022,7.4
134,W/T,Garrett Wilson,,5,20,16.6,3.4,4/22/2022,7.4
134,W/T,Kadarius Toney,NYG,6,21,20.9,0.1,4/22/2022,7.4
134,W/T,George Pickens,,7,28,30.9,-2.9,4/22/2022,7.4
134,QB,Davis Mills,HOU,8,29,24.2,4.8,4/22/2022,7.4
134,W/T,Jahan Dotson,,9,36,34,2,4/22/2022,7.4
134,W/T,Nico Collins,HOU,10,37,37.3,-0.3,4/22/2022,7.4
134,RB,Tyler Allgeier,,11,44,44,0,4/22/2022,7.4
134,W/T,Anthony Schwartz,CLE,12,45,45,0,4/22/2022,7.4
135,W/T,Jamar Chase,CIN,1,2,1.1,0.9,4/22/2022,1.2
135,RB,Breece Hall,,2,7,6.8,0.2,4/22/2022,1.2
135,W/T,Kyle Pitts,ATL,3,10,8.6,1.4,4/22/2022,1.2
135,W/T,Amon-Ra St. Brown,DET,4,15,13,2,4/22/2022,1.2
135,QB,Mac Jones,NE,5,18,16.3,1.7,4/22/2022,1.2
135,W/T,Jameson Williams,,6,23,26.4,-3.4,4/22/2022,1.2
135,W/T,Rashod Bateman,BAL,7,26,26,0,4/22/2022,1.2
135,W/T,Jahan Dotson,,8,31,34,-3,4/22/2022,1.2
135,W/T,Skyy Moore,,9,34,31.5,2.5,4/22/2022,1.2
135,RB,Kenneth Gainwell,PHI,10,39,39.4,-0.4,4/22/2022,1.2
135,RB,Brian Robinson Jr.,,11,42,42.7,-0.7,4/22/2022,1.2
135,QB,Sam Howell,,12,47,47,0,4/22/2022,1.2
136,RB,Najee Harris,PIT,1,3,2.7,0.3,4/22/2022,5.4
136,W/T,Jaylen Waddle,MIA,2,6,5.4,0.6,4/22/2022,5.4
136,W/T,Devonta Smith,PHI,3,11,13.4,-2.4,4/22/2022,5.4
136,W/T,Amon-Ra St. Brown,DET,4,14,13,1,4/22/2022,5.4
136,W/T,Garrett Wilson,,5,19,16.6,2.4,4/22/2022,5.4
136,W/T,Kadarius Toney,NYG,6,22,20.9,1.1,4/22/2022,5.4
136,W/T,Treylon Burks,,7,27,22.1,4.9,4/22/2022,5.4
136,QB,Malik Willis,,8,30,27.5,2.5,4/22/2022,5.4
136,RB,Khalil Herbert,CHI,9,35,40.3,-5.3,4/22/2022,5.4
136,QB,Kenny Pickett,,10,38,37.7,0.3,4/22/2022,5.4
136,QB,Matt Corral,,11,43,43,0,4/22/2022,5.4
136,RB,Pierre Strong,,12,46,46,0,4/22/2022,5.4
137,RB,Javonte Williams,DEN,1,3,2.5,0.5,4/22/2022,2
137,RB,Breece Hall,,2,6,6.8,-0.8,4/22/2022,2
137,W/T,Elijah Moore,NYJ,3,11,10,1,4/22/2022,2
137,W/T,Devonta Smith,PHI,4,14,13.4,0.6,4/22/2022,2
137,QB,Mac Jones,NE,5,19,16.3,2.7,4/22/2022,2
137,W/T,Treylon Burks,,6,22,22.1,-0.1,4/22/2022,2
137,QB,Davis Mills,HOU,7,27,24.2,2.8,4/22/2022,2
137,W/T,George Pickens,,8,30,30.9,-0.9,4/22/2022,2
137,W/T,Christian Watson,,9,35,36.5,-1.5,4/22/2022,2
137,W/T,Joshua Palmer,LAC,10,38,40.3,-2.3,4/22/2022,2
137,QB,Desmond Ridder,,11,43,43,0,4/22/2022,2
137,W/T,Ihmir Smith-Marsette,MIN,12,46,46,0,4/22/2022,2
138,RB,Najee Harris,PIT,1,2,2.7,-0.7,4/22/2022,22.2
138,W/T,Jaylen Waddle,MIA,2,7,5.4,1.6,4/22/2022,22.2
138,W/T,Kyle Pitts,ATL,3,10,8.6,1.4,4/22/2022,22.2
138,W/T,Devonta Smith,PHI,4,15,13.4,1.6,4/22/2022,22.2
138,W/T,Drake London,,5,18,19,-1,4/22/2022,22.2
138,QB,Mac Jones,NE,6,23,16.3,6.7,4/22/2022,22.2
138,RB,Michael Carter,NYJ,7,26,18.8,7.2,4/22/2022,22.2
138,RB,Rhamondre Stevenson,NE,8,31,27.4,3.6,4/22/2022,22.2
138,W/T,Pat Freiermuth,PIT,9,34,32.2,1.8,4/22/2022,22.2
138,QB,Desmond Ridder,,10,39,39,0,4/22/2022,22.2
138,QB,Sam Howell,,11,42,42,0,4/22/2022,22.2
138,W/T,Jalen Tolbert,,12,47,47,0,4/22/2022,22.2
139,RB,Najee Harris,PIT,1,2,2.7,-0.7,4/22/2022,2.8
139,RB,Breece Hall,,2,7,6.8,0.2,4/22/2022,2.8
139,W/T,Elijah Moore,NYJ,3,10,10,0,4/22/2022,2.8
139,W/T,Devonta Smith,PHI,4,15,13.4,1.6,4/22/2022,2.8
139,W/T,Drake London,,5,18,19,-1,4/22/2022,2.8
139,W/T,Treylon Burks,,6,23,22.1,0.9,4/22/2022,2.8
139,W/T,Jameson Williams,,7,26,26.4,-0.4,4/22/2022,2.8
139,QB,Malik Willis,,8,31,27.5,3.5,4/22/2022,2.8
139,QB,Kenny Pickett,,9,34,34,0,4/22/2022,2.8
139,W/T,Joshua Palmer,LAC,10,39,40.3,-1.3,4/22/2022,2.8
139,W/T,Ihmir Smith-Marsette,,11,42,42,0,4/22/2022,2.8
139,QB,Matt Corral,,12,47,47,0,4/22/2022,2.8
140,QB,Trey Lance,SF,1,4,5.1,-1.1,4/22/2022,1.4
140,RB,Breece Hall,,2,5,6.8,-1.8,4/22/2022,1.4
140,W/T,Amon-Ra St. Brown,DET,3,12,13,-1,4/22/2022,1.4
140,W/T,Devonta Smith,PHI,4,13,13.4,-0.4,4/22/2022,1.4
140,W/T,Kadarius Toney,NYG,5,20,20.9,-0.9,4/22/2022,1.4
140,W/T,Treylon Burks,,6,21,22.1,-1.1,4/22/2022,1.4
140,QB,Malik Willis,,7,28,27.5,0.5,4/22/2022,1.4
140,RB,Rhamondre Stevenson,NE,8,29,27.4,1.6,4/22/2022,1.4
140,W/T,George Pickens,,9,36,30.9,5.1,4/22/2022,1.4
140,W/T,Christian Watson,,10,37,36.5,0.5,4/22/2022,1.4
140,RB,Zamir White,,11,44,44,0,4/22/2022,1.4
140,RB,Trey Sermon,SF,12,45,45,0,4/22/2022,1.4
141,W/T,Jamar Chase,CIN,1,1,,1,4/22/2022,7.7
141,QB,Trevor Lawrence,JAX,2,8,7.5,0.5,4/22/2022,7.7
141,RB,Travis Etienne,JAX,3,9,11.4,-2.4,4/22/2022,7.7
141,QB,Zach Wilson,NYJ,4,16,12.9,3.1,4/22/2022,7.7
141,RB,Elijah Mitchell,SF,5,17,15,2,4/22/2022,7.7
141,W/T,Chris Olave,,6,24,24.3,-0.3,4/22/2022,7.7
141,W/T,Rashod Bateman,BAL,7,25,26,-1,4/22/2022,7.7
141,W/T,George Pickens,,8,32,30.9,1.1,4/22/2022,7.7
141,W/T,Jahan Dotson,,9,33,34,-1,4/22/2022,7.7
141,W/T,Joshua Palmer,LAC,10,40,40.3,-0.3,4/22/2022,7.7
141,W/T,Christian Watson,,11,41,36.5,4.5,4/22/2022,7.7
141,RB,Dameon Pierce,,12,48,47.5,0.5,4/22/2022,7.7
142,RB,Najee Harris,PIT,1,2,2.7,-0.7,4/22/2022,0.8
142,QB,Justin Fields,CHI,2,7,10.1,-3.1,4/22/2022,0.8
142,W/T,Kyle Pitts,ATL,3,10,8.6,1.4,4/22/2022,0.8
142,W/T,Garrett Wilson,,4,15,16.6,-1.6,4/22/2022,0.8
142,W/T,Drake London,,5,18,19,-1,4/22/2022,0.8
142,W/T,Kadarius Toney,NYG,6,23,20.9,2.1,4/22/2022,0.8
142,W/T,Jameson Williams,,7,26,26.4,-0.4,4/22/2022,0.8
142,W/T,George Pickens,,8,31,30.9,0.1,4/22/2022,0.8
142,W/T,Jahan Dotson,,9,34,34,0,4/22/2022,0.8
142,RB,Khalil Herbert,,10,39,40.3,-1.3,4/22/2022,0.8
142,QB,Kenny Pickett,,11,42,37.7,4.3,4/22/2022,0.8
142,RB,Zamir White,,12,47,46,1,4/22/2022,0.8
143,RB,Najee Harris,PIT,1,2,2.6,-0.6,4/25/2022,6.9
143,RB,Breece Hall,,2,7,6.9,0.1,4/25/2022,6.9
143,W/T,Kyle Pitts,ATL,3,10,8.5,1.5,4/25/2022,6.9
143,W/T,Devonta Smith,PHI,4,15,13.1,1.9,4/25/2022,6.9
143,W/T,Garrett Wilson,,5,18,17.2,0.8,4/25/2022,6.9
143,W/T,Drake London,,6,23,19.6,3.4,4/25/2022,6.9
143,W/T,Treylon Burks,,7,26,22.6,3.4,4/25/2022,6.9
143,W/T,Jahan Dotson,,8,31,34.6,-3.6,4/25/2022,6.9
143,QB,Kenny Pickett,,9,34,34,0,4/25/2022,6.9
143,QB,Desmond Ridder,,10,39,39,0,4/25/2022,6.9
143,QB,Matt Corral,,11,42,42,0,4/25/2022,6.9
143,RB,Hassan Haskins,,12,47,47,0,4/25/2022,6.9
144,QB,Trey Lance,SF,1,4,5.4,-1.4,4/25/2022,-1.6
144,RB,Breece Hall,,2,5,6.9,-1.9,4/25/2022,-1.6
144,W/T,Devonta Smith,PHI,3,12,13.1,-1.1,4/25/2022,-1.6
144,W/T,Amon-Ra St. Brown,DET,4,13,14.3,-1.3,4/25/2022,-1.6
144,QB,Mac Jones,NE,5,20,15.7,4.3,4/25/2022,-1.6
144,W/T,Treylon Burks,,6,21,22.6,-1.6,4/25/2022,-1.6
144,W/.T,Jameson Williams,,7,28,26.4,1.6,4/25/2022,-1.6
144,W/T,George Pickens,,8,29,30,-1,4/25/2022,-1.6
144,W/T,Jahan Dotson,,9,36,34.6,1.4,4/25/2022,-1.6
144,RB,Khalil Herbert,CHI,10,37,40.5,-3.5,4/25/2022,-1.6
144,RB,Brian Robinson Jr.,,11,44,41.1,2.9,4/25/2022,-1.6
144,RB,Zamir White,,12,45,45,0,4/25/2022,-1.6
145,RB,Javonte Williams,DEN,1,3,2.6,0.4,4/25/2022,2.7
145,W/T,Jaylen Waddle,MIA,2,6,5.5,0.5,4/25/2022,2.7
145,RB,Travis Etienne,JAX,3,11,11,0,4/25/2022,2.7
145,W/T,Devonta Smith,PHI,4,14,13.1,0.9,4/25/2022,2.7
145,W/T,Drake London,,5,19,19.6,-0.6,4/25/2022,2.7
145,QB,Malik Willis,,6,22,25.7,-3.7,4/25/2022,2.7
145,W/T,Kadarius Toney,NYG,7,27,24.2,2.8,4/25/2022,2.7
145,W/T,George Pickens,,8,30,30,0,4/25/2022,2.7
145,W/T,Jahan Dotson,,9,35,34.6,0.4,4/25/2022,2.7
145,QB,Kenny Pickett,,10,38,36.7,1.3,4/25/2022,2.7
145,W/T,Joshua Palmer,LAC,11,43,42.3,0.7,4/25/2022,2.7
145,RB,Zamir White,,12,46,46,0,4/25/2022,2.7
146,QB,Trey Lance,SF,1,4,5.4,-1.4,4/25/2022,4.3
146,QB,Trevor Lawrence,JAX,2,5,6.8,-1.8,4/25/2022,4.3
146,W/T,Elijah Moore,NYJ,3,12,10.6,1.4,4/25/2022,4.3
146,RB,Travis Etienne,JAX,4,13,11,2,4/25/2022,4.3
146,RB,Kenneth Walker,,5,20,19,1,4/25/2022,4.3
146,W/T,Treylon Burks,,6,21,22.6,-1.6,4/25/2022,4.3
146,W/T,Kadarius Toney,NYG,7,28,24.2,3.8,4/25/2022,4.3
146,RB,Rhamondre Stevenson,NE,8,29,26.7,2.3,4/25/2022,4.3
146,W/T,Nico Collins,HOU,9,36,37.4,-1.4,4/25/2022,4.3
146,W/T,Joshua Palmer,LAC,10,37,37,0,4/25/2022,4.3
146,W/T,Jalen Tolbert,,11,44,44,0,4/25/2022,4.3
146,W/T,Romeo Doubs,,12,45,45,0,4/25/2022,4.3
147,RB,Javonte Williams,DEN,1,3,2.6,0.4,4/25/2022,9.1
147,QB,Justin Fields,CHI,2,6,9.6,-3.6,4/25/2022,9.1
147,W/T,Kyle Pitts,ATL,3,11,8.5,2.5,4/25/2022,9.1
147,RB,Travis Etienne,JAX,4,14,11,3,4/25/2022,9.1
147,W/T,Drake London,,5,19,19.6,-0.6,4/25/2022,9.1
147,W/T,Treylon Burks,,6,22,22.6,-0.6,4/25/2022,9.1
147,W/T,Kadarius Toney,NYG,7,27,24.2,2.8,4/25/2022,9.1
147,W/T,Rashod Bateman,BAL,8,30,25.2,4.8,4/25/2022,9.1
147,W/T,Jahan Dotson,,9,35,34.6,0.4,4/25/2022,9.1
147,QB,Desmond Ridder,,10,38,38,0,4/25/2022,9.1
147,W/T,Dazz Newsome,CHI,11,43,43,0,4/25/2022,9.1
147,RB,Pierre Strong,,12,46,46,0,4/25/2022,9.1
